idp_issueddate,idp_validtime,value,location_name,location_coordinates_x,location_coordinates_y,location_coordinates_wkid,attributes_objectid,attributes_name,attributes_minps,attributes_maxps,attributes_lowps,attributes_highps,attributes_category,attributes_tag,attributes_groupname,attributes_productname,attributes_centerx,attributes_centery,attributes_zorder,attributes_idp_source,attributes_idp_subset,attributes_idp_filedate,attributes_idp_ingestdate,attributes_idp_current_forecast,attributes_idp_time_series,attributes_idp_issueddate,attributes_idp_validtime,attributes_idp_validendtime,attributes_idp_fcst_hour,attributes_idp_grb_level,attributes_idp_grb_elem,attributes_st_area_shape_
2023-10-14 23:00:00,2023-10-17 08:00:00,15,Yosemite,-119.6494,37.7959,4326,174448,ds_apm25h01_bc_B57,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368804000,2,20057,1697349600000,1697554800000,1697558399000,57, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 09:00:00,19,Yosemite,-119.6494,37.7959,4326,174449,ds_apm25h01_bc_B58,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368813000,2,20058,1697349600000,1697558400000,1697561999000,58, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 10:00:00,16,Yosemite,-119.6494,37.7959,4326,174450,ds_apm25h01_bc_B59,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368822000,2,20059,1697349600000,1697562000000,1697565599000,59, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 11:00:00,18,Yosemite,-119.6494,37.7959,4326,174451,ds_apm25h01_bc_B60,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368832000,2,20060,1697349600000,1697565600000,1697569199000,60, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 12:00:00,11,Yosemite,-119.6494,37.7959,4326,174452,ds_apm25h01_bc_B61,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368841000,2,20061,1697349600000,1697569200000,1697572799000,61, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 19:00:00,33,Yosemite,-119.6494,37.7959,4326,174459,ds_apm25h01_bc_B68,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368909000,2,20068,1697349600000,1697594400000,1697597999000,68, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 02:00:00,53,Yosemite,-119.6494,37.7959,4326,174418,ds_apm25h01_bc_B27,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368510000,2,20027,1697349600000,1697446800000,1697450399000,27, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 14:00:00,9,Yosemite,-119.6494,37.7959,4326,174430,ds_apm25h01_bc_B39,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368624000,2,20039,1697349600000,1697490000000,1697493599000,39, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 02:00:00,62,Yosemite,-119.6494,37.7959,4326,174442,ds_apm25h01_bc_B51,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368746000,2,20051,1697349600000,1697533200000,1697536799000,51, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 14:00:00,6,Yosemite,-119.6494,37.7959,4326,174454,ds_apm25h01_bc_B63,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368860000,2,20063,1697349600000,1697576400000,1697579999000,63, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 15:00:00,12,Yosemite,-119.6494,37.7959,4326,174455,ds_apm25h01_bc_B64,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368869000,2,20064,1697349600000,1697580000000,1697583599000,64, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 16:00:00,16,Yosemite,-119.6494,37.7959,4326,174456,ds_apm25h01_bc_B65,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368880000,2,20065,1697349600000,1697583600000,1697587199000,65, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 17:00:00,18,Yosemite,-119.6494,37.7959,4326,174457,ds_apm25h01_bc_B66,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368889000,2,20066,1697349600000,1697587200000,1697590799000,66, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 07:00:00,19,Yosemite,-119.6494,37.7959,4326,174466,ds_apm25h01_bc_B02,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697389923000,1,10002,1697371200000,1697378400000,1697381999000,2, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 16:00:00,23,Yosemite,-119.6494,37.7959,4326,174475,ds_apm25h01_bc_B11,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390009000,1,10011,1697371200000,1697410800000,1697414399000,11, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 19:00:00,35,Yosemite,-119.6494,37.7959,4326,174478,ds_apm25h01_bc_B14,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390037000,1,10014,1697371200000,1697421600000,1697425199000,14, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 01:00:00,69,Yosemite,-119.6494,37.7959,4326,174484,ds_apm25h01_bc_B20,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390096000,1,10020,1697371200000,1697443200000,1697446799000,20, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 03:00:00,35,Yosemite,-119.6494,37.7959,4326,174486,ds_apm25h01_bc_B22,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390117000,1,10022,1697371200000,1697450400000,1697453999000,22, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 04:00:00,31,Yosemite,-119.6494,37.7959,4326,174487,ds_apm25h01_bc_B23,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390126000,1,10023,1697371200000,1697454000000,1697457599000,23, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 08:00:00,15,Yosemite,-119.6494,37.7959,4326,174491,ds_apm25h01_bc_B27,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390163000,1,10027,1697371200000,1697468400000,1697471999000,27, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 10:00:00,17,Yosemite,-119.6494,37.7959,4326,174517,ds_apm25h01_bc_B53,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390427000,1,10053,1697371200000,1697562000000,1697565599000,53, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 12:00:00,11,Yosemite,-119.6494,37.7959,4326,174519,ds_apm25h01_bc_B55,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390445000,1,10055,1697371200000,1697569200000,1697572799000,55, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-18 03:00:00,34,Yosemite,-119.6494,37.7959,4326,174534,ds_apm25h01_bc_B70,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390600000,1,10070,1697371200000,1697623200000,1697626799000,70, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-18 04:00:00,34,Yosemite,-119.6494,37.7959,4326,174535,ds_apm25h01_bc_B71,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390610000,1,10071,1697371200000,1697626800000,1697630399000,71, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 06:00:00,22,Yosemite,-119.6494,37.7959,4326,174465,ds_apm25h01_bc_B01,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697389886000,1,10001,1697371200000,1697374800000,1697378399000,1, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 13:00:00,7,Yosemite,-119.6494,37.7959,4326,174429,ds_apm25h01_bc_B38,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368614000,2,20038,1697349600000,1697486400000,1697489999000,38, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 01:00:00,83,Yosemite,-119.6494,37.7959,4326,174441,ds_apm25h01_bc_B50,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368737000,2,20050,1697349600000,1697529600000,1697533199000,50, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 22:00:00,76,Yosemite,-119.6494,37.7959,4326,174462,ds_apm25h01_bc_B71,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368939000,2,20071,1697349600000,1697605200000,1697608799000,71, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 23:00:00,54,Yosemite,-119.6494,37.7959,4326,174463,ds_apm25h01_bc_B72,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368949000,2,20072,1697349600000,1697608800000,1697612399000,72, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 00:00:00,73,Yosemite,-119.6494,37.7959,4326,174392,ds_apm25h01_bc_B01,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368265000,2,20001,1697349600000,1697353200000,1697356799000,1, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 06:00:00,22,Yosemite,-119.6494,37.7959,4326,174398,ds_apm25h01_bc_B07,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368324000,2,20007,1697349600000,1697374800000,1697378399000,7, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 07:00:00,19,Yosemite,-119.6494,37.7959,4326,174399,ds_apm25h01_bc_B08,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368333000,2,20008,1697349600000,1697378400000,1697381999000,8, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 08:00:00,15,Yosemite,-119.6494,37.7959,4326,174400,ds_apm25h01_bc_B09,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368343000,2,20009,1697349600000,1697382000000,1697385599000,9, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 15:00:00,18,Yosemite,-119.6494,37.7959,4326,174407,ds_apm25h01_bc_B16,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368407000,2,20016,1697349600000,1697407200000,1697410799000,16, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 21:00:00,83,Yosemite,-119.6494,37.7959,4326,174413,ds_apm25h01_bc_B22,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368463000,2,20022,1697349600000,1697428800000,1697432399000,22, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 23:00:00,66,Yosemite,-119.6494,37.7959,4326,174415,ds_apm25h01_bc_B24,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368482000,2,20024,1697349600000,1697436000000,1697439599000,24, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 00:00:00,70,Yosemite,-119.6494,37.7959,4326,174416,ds_apm25h01_bc_B25,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368491000,2,20025,1697349600000,1697439600000,1697443199000,25, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 11:00:00,17,Yosemite,-119.6494,37.7959,4326,174427,ds_apm25h01_bc_B36,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368595000,2,20036,1697349600000,1697479200000,1697482799000,36, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 18:00:00,18,Yosemite,-119.6494,37.7959,4326,174434,ds_apm25h01_bc_B43,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368673000,2,20043,1697349600000,1697504400000,1697507999000,43, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 20:00:00,43,Yosemite,-119.6494,37.7959,4326,174436,ds_apm25h01_bc_B45,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368691000,2,20045,1697349600000,1697511600000,1697515199000,45, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 22:00:00,83,Yosemite,-119.6494,37.7959,4326,174438,ds_apm25h01_bc_B47,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368710000,2,20047,1697349600000,1697518800000,1697522399000,47, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 04:00:00,29,Yosemite,-119.6494,37.7959,4326,174444,ds_apm25h01_bc_B53,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368764000,2,20053,1697349600000,1697540400000,1697543999000,53, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 20:00:00,51,Yosemite,-119.6494,37.7959,4326,174460,ds_apm25h01_bc_B69,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368920000,2,20069,1697349600000,1697598000000,1697601599000,69, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 02:00:00,57,Yosemite,-119.6494,37.7959,4326,174394,ds_apm25h01_bc_B03,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368285000,2,20003,1697349600000,1697360400000,1697363999000,3, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 14:00:00,9,Yosemite,-119.6494,37.7959,4326,174497,ds_apm25h01_bc_B33,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390220000,1,10033,1697371200000,1697490000000,1697493599000,33, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 20:00:00,45,Yosemite,-119.6494,37.7959,4326,174503,ds_apm25h01_bc_B39,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390286000,1,10039,1697371200000,1697511600000,1697515199000,39, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 13:00:00,7,Yosemite,-119.6494,37.7959,4326,174453,ds_apm25h01_bc_B62,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368850000,2,20062,1697349600000,1697572800000,1697576399000,62, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 00:00:00,75,Yosemite,-119.6494,37.7959,4326,174440,ds_apm25h01_bc_B49,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368728000,2,20049,1697349600000,1697526000000,1697529599000,49, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-17 06:00:00,22,Yosemite,-119.6494,37.7959,4326,174446,ds_apm25h01_bc_B55,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368783000,2,20055,1697349600000,1697547600000,1697551199000,55, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 06:00:00,22,Yosemite,-119.6494,37.7959,4326,174422,ds_apm25h01_bc_B31,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368548000,2,20031,1697349600000,1697461200000,1697464799000,31, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 12:00:00,8,Yosemite,-119.6494,37.7959,4326,174428,ds_apm25h01_bc_B37,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368605000,2,20037,1697349600000,1697482800000,1697486399000,37, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 14:00:00,12,Yosemite,-119.6494,37.7959,4326,174406,ds_apm25h01_bc_B15,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368398000,2,20015,1697349600000,1697403600000,1697407199000,15, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 15:00:00,12,Yosemite,-119.6494,37.7959,4326,174522,ds_apm25h01_bc_B58,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390476000,1,10058,1697371200000,1697580000000,1697583599000,58, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 09:00:00,19,Yosemite,-119.6494,37.7959,4326,174468,ds_apm25h01_bc_B04,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697389942000,1,10004,1697371200000,1697385600000,1697389199000,4, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 12:00:00,11,Yosemite,-119.6494,37.7959,4326,174471,ds_apm25h01_bc_B07,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697389971000,1,10007,1697371200000,1697396400000,1697399999000,7, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-15 22:00:00,80,Yosemite,-119.6494,37.7959,4326,174481,ds_apm25h01_bc_B17,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390065000,1,10017,1697371200000,1697432400000,1697435999000,17, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 17:00:00,15,Yosemite,-119.6494,37.7959,4326,174500,ds_apm25h01_bc_B36,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390256000,1,10036,1697371200000,1697500800000,1697504399000,36, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-16 21:00:00,77,Yosemite,-119.6494,37.7959,4326,174504,ds_apm25h01_bc_B40,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390295000,1,10040,1697371200000,1697515200000,1697518799000,40, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 02:00:00,56,Yosemite,-119.6494,37.7959,4326,174509,ds_apm25h01_bc_B45,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390339000,1,10045,1697371200000,1697533200000,1697536799000,45, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 06:00:00,23,Yosemite,-119.6494,37.7959,4326,174513,ds_apm25h01_bc_B49,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390387000,1,10049,1697371200000,1697547600000,1697551199000,49, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 11:00:00,16,Yosemite,-119.6494,37.7959,4326,174518,ds_apm25h01_bc_B54,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390436000,1,10054,1697371200000,1697565600000,1697569199000,54, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-17 19:00:00,33,Yosemite,-119.6494,37.7959,4326,174526,ds_apm25h01_bc_B62,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390519000,1,10062,1697371200000,1697594400000,1697597999000,62, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-15 05:00:00,2023-10-18 05:00:00,33,Yosemite,-119.6494,37.7959,4326,174536,ds_apm25h01_bc_B72,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697388240000,1697390620000,1,10072,1697371200000,1697630400000,1697633999000,72, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 12:00:00,14,Yosemite,-119.6494,37.7959,4326,174404,ds_apm25h01_bc_B13,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368380000,2,20013,1697349600000,1697396400000,1697399999000,13, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 16:00:00,22,Yosemite,-119.6494,37.7959,4326,174408,ds_apm25h01_bc_B17,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368416000,2,20017,1697349600000,1697410800000,1697414399000,17, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-15 18:00:00,23,Yosemite,-119.6494,37.7959,4326,174410,ds_apm25h01_bc_B19,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368434000,2,20019,1697349600000,1697418000000,1697421599000,19, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 04:00:00,31,Yosemite,-119.6494,37.7959,4326,174420,ds_apm25h01_bc_B29,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368529000,2,20029,1697349600000,1697454000000,1697457599000,29, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 05:00:00,28,Yosemite,-119.6494,37.7959,4326,174421,ds_apm25h01_bc_B30,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368539000,2,20030,1697349600000,1697457600000,1697461199000,30, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
2023-10-14 23:00:00,2023-10-16 07:00:00,20,Yosemite,-119.6494,37.7959,4326,174423,ds_apm25h01_bc_B32,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697366640000,1697368557000,2,20032,1697349600000,1697464800000,1697468399000,32, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0
